motorbike (398).jpg,1358.1666666666667,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.16666666666666,2.0,0.0,0.0,0.6666666666666666,309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.3333333333333,21.833333333333332,0.0,0.0,0.0,56.833333333333336,1.3333333333333333,0.0,0.0,0.0,303.8333333333333,1.3333333333333333,0.0,0.0,0.0,0.6666666666666666,29.333333333333332,2.0,0.0,0.0,0.0,25.666666666666668,0.0,0.0,0.0,0.6666666666666666,57.333333333333336,3.8333333333333335,0.0,0.0,1.3333333333333333,5511.666666666667,3453.8333333333335,107.33333333333333,47.666666666666664,23.0,22.0,12.5,11.666666666666666,17.333333333333332,11.666666666666666,3085.6666666666665,9.666666666666666,11.833333333333334,16.666666666666668,20.0,30.0,50.166666666666664,110.83333333333333,1191.5,0.39063768529627957,0.3841445637331015,0.38989379994949563,0.38424391820867987,817.7238421264598,1441.2618218623477,1029.2738455333733,1625.7543319838064,0.9417016845436104,0.8974924987437546,0.9266667811670246,0.8843707564439375,8.767171700536595,8.996009785845889,8.854435906583621,9.011420121373662
motorbike (385).jpg,974.1666666666666,0.0,0.0,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,70.33333333333333,128.0,0.0,0.0,0.0,6.666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,16.166666666666668,19.0,0.0,0.0,0.0,44.5,126.66666666666667,0.0,0.0,0.0,27.666666666666668,2.1666666666666665,23.0,0.0,0.0,0.0,3.8333333333333335,7.5,0.0,0.0,0.0,6.833333333333333,15.333333333333334,0.0,0.0,0.0,63.333333333333336,5667.166666666667,2865.1666666666665,115.5,54.166666666666664,30.333333333333332,25.333333333333332,20.0,19.0,14.666666666666666,15.333333333333334,3630.8333333333335,15.166666666666666,13.5,24.666666666666668,27.833333333333332,38.5,62.666666666666664,117.66666666666667,536.3333333333334,0.3842917511793936,0.3719694386268154,0.3782593313942377,0.3719699470385879,326.7495871360275,633.1406905594401,424.91888714733557,637.216520979021,0.9696421797989495,0.9413799571846949,0.9605657155816973,0.9410025918419429,7.524073591600853,7.978400866987746,7.822142225965637,7.976077040770821
motorbike (470).jpg,993.3333333333334,48.166666666666664,0.0,0.0,0.0,2.8333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,3.0,0.0,0.0,1.5,350.6666666666667,33.833333333333336,0.0,0.0,0.0,2.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,4.666666666666667,3.6666666666666665,0.0,0.0,0.6666666666666666,461.3333333333333,5.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,5.166666666666667,1.0,0.0,0.0,2.3333333333333335,4488.833333333333,2410.3333333333335,56.166666666666664,19.0,8.833333333333334,3.6666666666666665,2.5,3.0,1.3333333333333333,1.6666666666666667,2472.3333333333335,0.3333333333333333,1.6666666666666667,2.6666666666666665,4.833333333333333,9.333333333333334,17.333333333333332,58.833333333333336,1339.5,0.4013154003439063,0.38625818595159506,0.3914227325856133,0.38625098228768256,371.8979865771815,689.5778066528067,592.5026923475203,929.3012474012479,0.9681391612262841,0.9411170654963761,0.949311642470653,0.9206471206628979,8.224185343440983,8.534273716533807,8.423093471732894,8.561429616768912
motorbike (161).jpg,4002.1666666666665,155.83333333333334,0.0,0.0,53.0,96.16666666666667,35.166666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668.6666666666666,127.5,0.0,0.0,145.83333333333334,1337.3333333333333,62.0,0.0,0.0,39.166666666666664,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.666666666666668,1.0,0.0,0.0,745.8333333333334,384.0,18.5,0.0,2.3333333333333335,132.0,29.833333333333332,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.5,5.833333333333333,0.0,0.0,0.0,75.0,240.0,5963.0,302.3333333333333,111.33333333333333,66.16666666666667,40.333333333333336,23.5,18.833333333333332,16.666666666666668,16.5,146.66666666666666,16.333333333333332,21.5,25.333333333333332,38.166666666666664,57.5,112.66666666666667,290.3333333333333,1135.5,0.019495851388882327,0.014672513694595136,0.015527494113359736,0.01468695497523796,749.071723262456,1169.3970124845443,784.7131843020362,1206.773164213635,0.8891122746974879,0.824575332703787,0.8823076213828708,0.8189244456557226,12.754604113480642,13.188643336330458,13.052460340457023,13.197680957518275
motorbike (10).jpg,1133.3333333333333,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.666666666666667,0.6666666666666666,0.0,0.0,8.0,373.8333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.666666666666666,6.0,0.0,0.0,4.333333333333333,7.833333333333333,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.666666666666666,2.8333333333333335,0.0,0.0,0.0,4.333333333333333,4698.166666666667,1832.8333333333333,26.0,10.833333333333334,6.833333333333333,3.6666666666666665,2.0,2.6666666666666665,1.3333333333333333,2.3333333333333335,3842.3333333333335,1.0,2.8333333333333335,1.3333333333333333,2.0,4.166666666666667,7.666666666666667,20.666666666666668,692.1666666666666,0.5365704669371375,0.5105458091115407,0.5230851300925325,0.5107151390339636,570.6475655044359,1322.3573246092333,942.2789374304858,1159.1593706184763,0.9610031450327297,0.9100286151668374,0.9357305033146904,0.9211323808807101,6.128146858021468,6.432632604448295,6.287877972331137,6.4179663537599385
motorbike (349).jpg,1488.3333333333333,317.8333333333333,0.0,0.0,0.3333333333333333,25.166666666666668,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.166666666666667,0.6666666666666666,0.0,0.0,9.5,1847.3333333333333,42.166666666666664,0.0,0.0,1.3333333333333333,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,107.33333333333333,25.666666666666668,0.0,0.0,29.833333333333332,1585.3333333333333,21.0,0.0,0.0,1.6666666666666667,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.833333333333336,12.166666666666666,0.0,0.0,24.166666666666668,1617.3333333333333,4365.833333333333,183.33333333333334,72.66666666666667,37.666666666666664,24.0,18.833333333333332,18.166666666666668,14.0,6.333333333333333,895.3333333333334,14.333333333333334,15.666666666666666,21.166666666666668,24.666666666666668,44.666666666666664,60.5,166.16666666666666,1287.3333333333333,0.102290653606161,0.09615030234451392,0.10406381176384215,0.09611495008921238,353.9119039451119,877.4989185457885,731.1029020722535,998.5236769443168,0.9642989527956433,0.9112189640251697,0.9265302152371401,0.8989669863893438,11.448741937422527,12.214657226759549,12.039329725441425,12.24591115240983
motorbike (297).jpg,892.1666666666666,10.0,0.0,0.0,0.3333333333333333,214.83333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,0.8333333333333334,0.0,0.0,5.5,687.5,745.6666666666666,0.0,0.0,0.0,398.5,0.0,0.0,0.0,0.0,0.0,7.333333333333333,0.0,0.0,0.0,46.5,45.166666666666664,1.0,0.0,0.0,4.0,374.8333333333333,11.333333333333334,0.0,0.0,1.5,41.666666666666664,0.0,0.0,0.0,0.0,17.833333333333332,15.833333333333334,0.0,0.0,0.0,3.0,12.833333333333334,0.0,0.0,0.0,14.333333333333334,4220.0,3209.6666666666665,110.16666666666667,49.5,29.833333333333332,19.0,19.333333333333332,14.0,14.333333333333334,10.666666666666666,3095.5,10.333333333333334,12.666666666666666,17.666666666666668,24.333333333333332,43.666666666666664,64.83333333333333,124.66666666666667,929.8333333333334,0.3879148532014269,0.3771770855650892,0.38427840717446227,0.37709833464529746,385.48967275818075,597.1500427350436,351.7794380587483,655.7806410256418,0.9660350989857898,0.9474222868906004,0.9690119827660238,0.9422599950782506,8.25827351406262,8.724808523064793,8.569601886840395,8.740703704733196
motorbike (537).jpg,2217.6666666666665,33.5,0.0,0.0,79.83333333333333,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.833333333333334,1.0,0.0,0.0,159.66666666666666,508.1666666666667,14.333333333333334,0.0,0.6666666666666666,39.333333333333336,3.1666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.333333333333333,0.6666666666666666,0.0,0.0,72.5,499.1666666666667,18.666666666666668,0.0,0.3333333333333333,5.166666666666667,9.833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.8333333333333335,4.333333333333333,0.6666666666666666,0.0,0.0,17.833333333333332,4340.0,3678.6666666666665,137.66666666666666,43.5,19.333333333333332,11.0,6.666666666666667,5.0,6.333333333333333,1.6666666666666667,2903.0,6.0,3.6666666666666665,5.833333333333333,13.333333333333334,19.666666666666668,43.5,157.0,998.1666666666666,0.374502068254862,0.36147773379671516,0.36837667952490816,0.3611649616097874,875.7432175351529,1613.0604158004153,1056.115936626282,1538.5809147609136,0.9427673687139543,0.8946990524091664,0.9310019253504676,0.8995610910276404,9.221543975673484,9.491209054607237,9.344491009702848,9.486425072791075
motorbike (559).jpg,1836.0,474.1666666666667,3.6666666666666665,0.0,0.0,282.1666666666667,114.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.33333333333333,22.333333333333332,0.0,0.0,5.0,476.0,795.5,0.0,0.0,0.0,7.333333333333333,0.0,0.0,0.0,0.0,0.0,173.83333333333334,3.3333333333333335,0.0,0.0,1.0,48.666666666666664,9.333333333333334,0.0,0.0,1.6666666666666667,311.0,27.0,0.0,0.0,0.3333333333333333,9.333333333333334,1.3333333333333333,0.0,0.0,0.0,0.0,7.833333333333333,0.0,0.0,0.0,0.0,73.5,4.0,0.0,0.0,5.666666666666667,2357.5,4206.833333333333,205.66666666666666,94.83333333333333,64.33333333333333,39.833333333333336,34.666666666666664,24.333333333333332,19.0,17.333333333333332,1186.3333333333333,19.666666666666668,21.833333333333332,30.5,36.666666666666664,53.333333333333336,89.66666666666667,194.5,822.0,0.16188775232816063,0.15338558325220789,0.16309805573810227,0.15337526467070203,463.8146194772155,968.1007726680324,667.1109153296852,1016.6130608825181,0.970821887525384,0.9387664650475,0.9579526062059599,0.9356980037463908,10.670788468372365,11.096141912287731,10.853667645738739,11.111393027148605
motorbike (457).jpg,819.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.3333333333333333,0.0,0.0,0.0,192.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,4.0,0.3333333333333333,0.0,0.0,2.5,225.33333333333334,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.8333333333333334,0.0,0.0,1.6666666666666667,4713.666666666667,1494.6666666666667,27.5,9.833333333333334,4.0,3.3333333333333335,2.6666666666666665,1.0,1.0,0.6666666666666666,3780.8333333333335,2.3333333333333335,1.0,1.6666666666666667,1.6666666666666667,4.0,9.333333333333334,21.666666666666668,612.8333333333334,0.5798544461278039,0.5605764185194897,0.5711726401756286,0.560215111546134,441.05672385168776,962.2622630992198,737.064856460659,946.3629319955411,0.9600097582144648,0.9132194546263688,0.9333388418649237,0.9146533180097349,5.404027584980761,5.638163427069021,5.520917097523194,5.641979929217696
